title,slug,description,shortDescription,externalUrl,videoUrl,slidesUrl,keyAssetUrl,transcriptUrl,hub,format,type,tags,boards,status,durationMinutes,views,shares,createdAt
Bombas - 35% Decrease in TTFR,metric-bombas-35-decrease-in-ttfr,"35% Decrease in TTFR | KPI: Average handle times, Time to first response | Channel: All written channels | Product: Gladly Sidekick",Bombas achieved 35% improvement,https://docs.google.com/presentation/d/1KB9jszRxchvFnDOoipDWHjIjfUU8rcFpd24CmBfwDQw/edit#slide=id.g27731406da3_0_219,,,,,coe,proof-point,customer-success-metric,bombas|customer-success-metric|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Bombas - 81% decrease in TTFR,metric-bombas-81-decrease-in-ttfr,"81% decrease in TTFR | KPI: Average handle times, Time to first response | Channel: All written channels | Product: Gladly Sidekick",Bombas achieved 81% improvement,https://docs.google.com/presentation/d/1KB9jszRxchvFnDOoipDWHjIjfUU8rcFpd24CmBfwDQw/edit#slide=id.g27731406da3_0_219,,,,,coe,proof-point,customer-success-metric,bombas|customer-success-metric|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Bombas - 88% Resolution rate for repair and damage order,metric-bombas-88-resolution-rate-for-repair,"88% Resolution rate for repair and damage order | KPI: Contact reasons, Resolution rates | Channel: All written channels",Bombas achieved 88% improvement,https://docs.google.com/presentation/d/1KB9jszRxchvFnDOoipDWHjIjfUU8rcFpd24CmBfwDQw/edit#slide=id.g27731406da3_0_219,,,,,coe,proof-point,customer-success-metric,bombas|customer-success-metric|proof-point,coe,published,,0,0,2025-12-28T15:27:14.095Z
Bonafide - 50% average ROI,metric-bonafide-50-average-roi,50% average ROI | KPI: ROI | Product: Gladly Sidekick,Bonafide achieved 50% improvement,https://docs.google.com/presentation/d/1KB9jszRxchvFnDOoipDWHjIjfUU8rcFpd24CmBfwDQw/edit#slide=id.g27e97367ad9_0_16,,,,,coe,proof-point,customer-success-metric,bonafide|customer-success-metric|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Bonafide - 54% of conversations resolved,metric-bonafide-54-of-conversations-resolved,54% of conversations resolved | KPI: Resolution rates | Channel: All written channels | Product: Gladly Sidekick,Bonafide achieved 54% improvement,https://docs.google.com/presentation/d/1KB9jszRxchvFnDOoipDWHjIjfUU8rcFpd24CmBfwDQw/edit#slide=id.g27e97367ad9_0_16,,,,,coe,proof-point,customer-success-metric,bonafide|customer-success-metric|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Bonafide - 65 hero hours saved,metric-bonafide-65-hero-hours-saved,"65 hero hours saved | KPI: Agent efficiency, Time savings | Product: Gladly Sidekick",Bonafide customer success result,https://docs.google.com/presentation/d/1KB9jszRxchvFnDOoipDWHjIjfUU8rcFpd24CmBfwDQw/edit#slide=id.g27e97367ad9_0_16,,,,,coe,proof-point,customer-success-metric,bonafide|customer-success-metric|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Bottoms Up Pipeline Target Setting,bottoms-up-pipeline-target-setting,"This spreadsheet, titled ""Approach Overview,"" appears to be a financial planning or forecasting document for sales and pipeline targets spanning Q1 FY25 through Q4 FY26.",Best practice for bottoms up pipeline,https://docs.google.com/spreadsheets/d/1QXJX3_K2bS5LwQj-CAtEhVoC-Hwc5EkWnghYs-IrM8U/edit?usp=sharing,,,,,coe,tool,internal-best-practice,sales,coe,published,,0,0,2025-12-28T08:20:23.496Z
Breeze Airways - 37% of conversations resolved with AI,metric-breeze-airways-37-of-conversations-resolve,37% of conversations resolved with AI | Product: Sidekick + Hero,Breeze Airways achieved 37% improvement,https://www.gladly.ai/customers/breeze-airways/,,,,,coe,proof-point,customer-success-metric,breeze-airways|customer-success-metric|gladly-hero|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Breeze Airways - 40% capacity growth on flat Guest interactions (March-July 2,metric-breeze-airways-40-capacity-growth-on-flat,"40% capacity growth on flat Guest interactions (March-July 2024 YoY) | KPI: Boost Efficiency, Cost Savings | Product: Sidekick",Breeze Airways achieved 40% improvement,https://www.gladly.ai/customers/breeze-airways/,,,,,coe,proof-point,customer-success-metric,breeze-airways|customer-success-metric|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Breeze Airways - 45% decrease in handle times,metric-breeze-airways-45-decrease-in-handle-times,45% decrease in handle times | Product: Sidekick + Hero,Breeze Airways achieved 45% improvement,https://www.gladly.ai/customers/breeze-airways/,,,,,coe,proof-point,customer-success-metric,breeze-airways|customer-success-metric|gladly-hero|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
"Breeze Airways - 61% resolution rate for pre-booking questions (bags, kids, p",metric-breeze-airways-61-resolution-rate-for-pre,"61% resolution rate for pre-booking questions (bags, kids, pets) | KPI: Enhance Experience,Boost Efficiency | Product: Sidekick",Breeze Airways achieved 61% improvement,,,,,,coe,proof-point,customer-success-metric,breeze-airways|customer-success-metric|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Breeze Airways - 69% customer adoption of self-service options,metric-breeze-airways-69-customer-adoption-of-sel,69% customer adoption of self-service options | Product: Sidekick + Hero,Breeze Airways achieved 69% improvement,https://www.gladly.ai/customers/breeze-airways/,,,,,coe,proof-point,customer-success-metric,breeze-airways|customer-success-metric|gladly-hero|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:14.095Z
Breeze Airways - 71% of conversations AI-assisted,metric-breeze-airways-71-of-conversations-ai-assi,71% of conversations AI-assisted | Product: Sidekick + Hero,Breeze Airways achieved 71% improvement,https://www.gladly.ai/customers/breeze-airways/,,,,,coe,proof-point,customer-success-metric,breeze-airways|customer-success-metric|gladly-hero|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Breeze Airways - 90%+ conversations through digital channels,metric-breeze-airways-90-conversations-through-d,"90%+ conversations through digital channels | KPI: Boost Efficiency, Cost Savings | Product: Sidekick + Hero",Breeze Airways achieved 90%+ improvement,https://www.gladly.ai/customers/breeze-airways/,,,,,coe,proof-point,customer-success-metric,breeze-airways|customer-success-metric|gladly-hero|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Breeze Airways - 95% improvement in SMS wait times,metric-breeze-airways-95-improvement-in-sms-wait,95% improvement in SMS wait times | Product: Sidekick + Hero,Breeze Airways achieved 95% improvement,https://www.gladly.ai/customers/breeze-airways/,,,,,coe,proof-point,customer-success-metric,breeze-airways|customer-success-metric|gladly-hero|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Breeze Airways - Customer testimonial,quote-breeze-airways-gladly-is-well-laid-out-and-g,"Gladly is well laid out and gives us the opportunity to understand our guests as a whole... Gladly remains one of the easiest tools for our Breeze team to learn."" - Danny Cox, Vice President of Guest Experience",Breeze Airways on AI transformation,,,,,,coe,proof-point,customer-quote,breeze-airways|customer-quote|ease-of-use|proof-point|training|Training,coe,published,,0,0,2025-12-28T15:27:13.739Z
Breeze Airways - Reduced agent attrition,quote-breeze-airways-one-of-the-major-successes-we,"One of the major successes we've seen is that we have a significantly lower attrition rate compared to a traditional call center. Our agents experience a much higher quality of interactions, which makes their work more satisfying.",Customer testimonial quote,,,,,,coe,proof-point,customer-quote,breeze-airways|customer-quote|employee-experience|proof-point,coe,published,,0,0,2025-12-28T15:27:13.739Z
Breeze Airways - Customer testimonial,quote-breeze-airways-the-evolution-of-gladly-has-a,"The evolution of Gladly has allowed us to provide options to Guests much more quickly than any other airline. With digital communication and features like Answer Threads, when Guests need to modify or cancel their flights, we can present their options faster than traditional methods."" Danny Cox, Vice President of Guest Experience",Breeze Airways on AI transformation,,,,,,coe,proof-point,customer-quote,boost-efficiency|breeze-airways|customer-quote|enhance-experience|proof-point|reduce-costs,coe,published,,0,0,2025-12-28T15:27:13.739Z
Breeze Airways - Customer testimonial,quote-breeze-airways-i-totally-understand-why-some,"I totally understand why some might see multi-channel communication as adding complexity. However, we've found the opposite to be true. It has actually helped us with compliance because every interaction is documented in a transcript, allowing us to track everything said on both sides."" Danny Cox, Vice President of Guest Experience",Breeze Airways on AI transformation,,,,,,coe,proof-point,customer-quote,breeze-airways|compliance|customer-quote|proof-point,coe,published,,0,0,2025-12-28T15:27:13.739Z
Breeze Airways - Customer testimonial,quote-breeze-airways-having-guest-attributes-allow,"Having guest attributes allows us to prioritize conversations based on urgency... By ingesting this data into Gladly, we can prioritize urgent requests. We love this feature because it allows us to serve our Guests more efficiently and effectively."" - Danny Cox, Vice President of Guest Experience",Customer testimonial quote,,,,,,coe,proof-point,customer-quote,boost-efficiency|breeze-airways|customer-quote|proof-point,coe,published,,0,0,2025-12-28T15:27:13.739Z
Breeze Airways - Industry-leading NPS of 59,metric-breeze-airways-industry-leading-nps-of-59,Industry-leading NPS of 59 | Product: Sidekick + Hero,Breeze Airways customer success result,https://www.gladly.ai/customers/breeze-airways/,,,,,coe,proof-point,customer-success-metric,breeze-airways|customer-success-metric|gladly-hero|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
"Breeze Airways - Only 0.2% of 500,000+ interactions requiring phone support",metric-breeze-airways-only-0-2-of-500-000-intera,"Only 0.2% of 500,000+ interactions requiring phone support | Product: Sidekick + Hero",Breeze Airways achieved Only improvement,https://www.gladly.ai/customers/breeze-airways/,,,,,coe,proof-point,customer-success-metric,breeze-airways|customer-success-metric|gladly-hero|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:14.095Z
Breeze Airways - Only 6% of guests needing contact during peak travel,metric-breeze-airways-only-6-of-guests-needing-co,Only 6% of guests needing contact during peak travel | Product: Sidekick + Hero,Breeze Airways achieved Only improvement,https://www.gladly.ai/customers/breeze-airways/,,,,,coe,proof-point,customer-success-metric,breeze-airways|customer-success-metric|gladly-hero|gladly-sidekick|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Buyout Program Deck,buyout-program-deck,Confidential internal sales presentation template for Gladly Buyout Program.,Ready-to-use buyout program deck template,https://docs.google.com/presentation/d/1cIkq1VaWWpDKbLiloUbFm0y0om6STAOwpBlBxHjjNyw/edit,,,,,content,slides,template,buyout|deal-acceleration|negotiation|pricing|Negotiation|Pricing,content,published,,0,0,2025-12-28T09:00:03.135Z
BVA + Calculator Refresh,bva-calculator-refresh,"The EH: 3/27/25 BVA + Calculator Refresh folder contains enablement materials, including meeting notes and a presentation, primarily focused on the rollout of Sidekick on Voice and the refreshed Bu...",Value calculator for bva + calculator,https://drive.google.com/file/d/1rpOKnh9r-OhvoXlUNpojpL0XlZl8pzeH/view?usp=drive_link,https://drive.google.com/file/d/1rpOKnh9r-OhvoXlUNpojpL0XlZl8pzeH/view?usp=drive_link,https://docs.google.com/presentation/d/1Oi9jC2MILX1wbOiOoU0HhnCXprtdXuG0x3kY9-wGJWc/edit?usp=drive_link,https://drive.google.com/drive/folders/1IT1H1wQDGpdMGp0R4oNpqQwPJ2bU9-DT,,enablement,live-replay,value-realization,bva|coe|csm|gladly|roi|sales|value-realization|voice|BVA|ROI|CoE,enablement,published,,0,0,2025-12-28T08:08:11.988Z
BVA Intro deck for Customers,bva-intro-deck-for-customers,"This deck can supplement your discovery to introduce the exercise to prospect or customers: the BVA process, why it could benefit them, potential data required, and what sample outputs look like.",Value calculator for bva intro deck,https://docs.google.com/presentation/d/1AWu9KZw2Kcc6oThj2q6FU0oXGeqavwlJ9KD3uEXyyMo/edit#slide=id.g2815936df9e_0_7,,,,,enablement,guide,value-realization,csm|customer-success|sales,enablement,published,,0,0,2025-12-28T08:20:23.496Z
BVA Readout Template,bva-readout-template,BVA Readout Template for telling compelling value stories with financial justification.,Ready-to-use bva readout template,https://docs.google.com/presentation/d/15ScGeoNBnZ63_RZ5eOwhDouVTCZR4l9xG1jYs8F79d0/present,,,,,content,slides,template,bva|financial-justification|readout|roi|value|BVA|ROI,content,published,,0,0,2025-12-28T09:00:03.135Z
BVA SLA + Live Demo Walkthrough,bva-sla-live-demo-walkthrough,This folder contains resources from an Enablement Hour session focused on two key sales topics: a new Business Value Assessment (BVA) process and the training materials for a 15-Minute Demo Certifi...,Value calculator for bva sla +,https://drive.google.com/file/d/1Itkk6F2_Xyo697xny_TN99yQM4NscpdV/view?usp=drive_link,https://drive.google.com/file/d/1Itkk6F2_Xyo697xny_TN99yQM4NscpdV/view?usp=drive_link,https://docs.google.com/presentation/d/1Xrvj5G2QH9Cz85c4F8nJKKtex4YL7MBdyUf5K4kxaFM/edit?usp=drive_link,https://drive.google.com/drive/folders/1ln1XqawDwxRGg9o1AvjVKfTemyKNc_hb?usp=drive_link,,enablement,live-replay,value-realization,bva|coe|csm|roi|sales|value-realization|BVA|ROI|CoE,enablement,published,,0,0,2025-12-28T08:08:11.988Z
Call Scripts,call-scripts-apex,Internal Facing APEX Outbound messaging with GTM strategy for Sidekick.,Messaging framework for target audience,https://docs.google.com/document/d/1vgX7fLSS2w7BKs2J3IzU_OOml4-LcDY-1SU1jqv4j3c/edit,,,,,content,document,messaging,apex|call-scripts|gladly|gtm|outbound|sc|sidekick|Sidekick|GTM,content,published,,0,0,2025-12-28T09:00:03.914Z
Case Studies Testimonials Social Proof Slides,case-studies-social-proof-slides,Social Proof collection of customer success stories quotes and key metrics.,Ready-to-use case studies testimonials template,https://docs.google.com/presentation/d/1Los9XfjtmFBJbbcY5vUf9YuRhlDzocw5Y9wmJq9Slx8/edit,,,,,content,slides,template,case-studies|customers|metrics|social-proof|testimonials|Testimonials,content,published,,0,0,2025-12-28T09:00:03.718Z
Chat Optimization Mastery: The Path to 90% FCR,chat-optimization-mastery-the-path-to-90-fcr,"This guide provides a comprehensive roadmap for achieving elite-level chat automation performance, with organizations reaching 85-90% First Contact Resolution rates.",Best practice for chat optimization mastery:,https://docs.google.com/document/d/1aQPaIBAK4Hjw7LK1U_2m8vYKjnIiatT3urUnmUMh10s/edit?tab=t.x15qpd8k7ww0,,,,,coe,document,internal-best-practice,internal-best-practice|sales|customer-success|journeys,coe,published,,0,0,2025-12-28T15:27:13.314Z
CoE Assistant,coe-assistant,AI assistant that helps pull relevant proof points and best practices from the CoE,Best practice for coe assistant,https://gemini.google.com/gem/1Ni5NH8lMDJ7v_FCN6DdLo2irtn56cLJW?usp=sharing,,,,,coe,tool,internal-best-practice,internal-best-practice|sales|customer-success,coe,published,,0,0,2025-12-28T15:27:13.314Z
CoE Repository /Proof Point Repository,coe-repository-proof-point-repository,"Repository of all CoE submissions, customer quotes, and proof points",Best practice for coe repository /proof,https://docs.google.com/spreadsheets/d/1Y0n1rVskWIzWcegwCbfP7YUXkjV58TFf5S7LLxMkFNA/edit?gid=1231034257#gid=1231034257,,,,,coe,spreadsheet,internal-best-practice,internal-best-practice|sales|customer-success,coe,published,,0,0,2025-12-28T15:27:13.314Z
CoE Submission Tips,coe-submission-tips,CoE workflow instructions and tips on how to submit.,Process improvement for coe submission tips,https://docs.google.com/document/d/1g9EmAtRMD8R0ZHuJltLUjjjKB37o852FyzwoK8vLdPc/edit?tab=t.0,,,,,coe,document,process-innovation,process-innovation|sales|customer-success,coe,published,,0,0,2025-12-28T15:27:13.314Z
